,TSS,TCS,TPF,Market,Exp,Min Price Rate,RP uncertainty,Markets,Commitment
0,6478495642.823361,6470851641.569402,6478495642.82336,Gavi,1,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2835745638.0076056,2832686522.179212,2835745638.007605,PAHO,1,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2230873416.030657,2228852033.0007143,2282090773.595374,AU,1,2,0.1,AU-PAHO-Gavi-Y,1.0
0,2835745638.0076056,2831323105.885144,2835745638.007605,PAHO,1,2,0.1,AU-PAHO-Gavi-Y,0.0
0,6478495642.823361,6471507062.098045,6478495642.82336,Gavi,1,2,0.1,AU-PAHO-Gavi-Y,0.0
0,2340670885.4651656,2336223677.37791,2340670885.4651656,PAHO,2,0,0.1,PAHO-Gavi,0.0
0,5620266255.672127,5614203669.066102,5620266255.672127,Gavi,2,0,0.1,PAHO-Gavi,0.0
0,5620266255.672127,5613635074.428661,5620266255.672127,Gavi,2,0,0.1,Gavi-PAHO,0.0
0,2340670885.4651656,2338145930.3338547,2340670885.4651656,PAHO,2,0,0.1,Gavi-PAHO,0.0
0,2809901681.9631042,2804533273.0797343,2809901681.9631042,PAHO,2,0,0.1,PAHO-Gavi-AU-N,0.0
0,6118961003.923291,6110241808.893365,6118961003.923289,Gavi,2,0,0.1,PAHO-Gavi-AU-N,0.0
0,1231237574.272544,1229900443.0791624,1231237574.2725434,AU,2,0,0.1,PAHO-Gavi-AU-N,0.0
0,2809901681.9631042,2804533273.0797343,2809901681.9631042,PAHO,2,0,0.1,PAHO-AU-Gavi-N,0.0
0,1231237574.272544,1229308468.4859068,1231237574.2725434,AU,2,0,0.1,PAHO-AU-Gavi-N,0.0
0,6118961003.923291,6112324971.046024,6118961003.923289,Gavi,2,0,0.1,PAHO-AU-Gavi-N,0.0
0,6118961003.923291,6109657746.697008,6118961003.923289,Gavi,2,0,0.1,Gavi-PAHO-AU-N,0.0
0,2809901681.9631042,2805814621.2565074,2809901681.9631042,PAHO,2,0,0.1,Gavi-PAHO-AU-N,0.0
0,1231237574.272544,1229900443.0791624,1231237574.2725434,AU,2,0,0.1,Gavi-PAHO-AU-N,0.0
0,6118961003.923291,6109657746.697008,6118961003.923289,Gavi,2,0,0.1,Gavi-AU-PAHO-N,0.0
0,1231237574.272544,1229784827.576315,1231237574.2725434,AU,2,0,0.1,Gavi-AU-PAHO-N,0.0
0,2809901681.9631042,2806721922.1511507,2809901681.9631042,PAHO,2,0,0.1,Gavi-AU-PAHO-N,0.0
0,1231237574.272544,1229192852.9830325,1231237574.2725434,AU,2,0,0.1,AU-Gavi-PAHO-N,0.0
0,6118961003.923291,6111740908.849809,6118961003.923289,Gavi,2,0,0.1,AU-Gavi-PAHO-N,0.0
0,2809901681.9631042,2806721922.1511507,2809901681.9631042,PAHO,2,0,0.1,AU-Gavi-PAHO-N,0.0
0,1231237574.272544,1229192852.9830325,1231237574.2725434,AU,2,0,0.1,AU-PAHO-Gavi-N,0.0
0,2809901681.9631042,2805440573.9747353,2809901681.9631042,PAHO,2,0,0.1,AU-PAHO-Gavi-N,0.0
0,6118961003.923291,6112324971.046024,6118961003.923289,Gavi,2,0,0.1,AU-PAHO-Gavi-N,0.0
0,13218159652.552177,13212791243.668806,13218159652.55218,PAHO,2,1,0.1,PAHO-Gavi-AU-Y,0.0
0,6118961003.923291,6110241808.893365,6118961003.923289,Gavi,2,1,0.1,PAHO-Gavi-AU-Y,0.0
0,1231237574.272544,1229900443.0791624,1231237574.2725434,AU,2,1,0.1,PAHO-Gavi-AU-Y,0.0
0,13218159652.552177,13212791243.668806,13218159652.55218,PAHO,2,1,0.1,PAHO-AU-Gavi-Y,0.0
0,1231237574.272544,1229308468.4859068,1231237574.2725434,AU,2,1,0.1,PAHO-AU-Gavi-Y,0.0
0,6118961003.923291,6112324971.046024,6118961003.923289,Gavi,2,1,0.1,PAHO-AU-Gavi-Y,0.0
0,11093594863.384819,11084291606.158533,11093594863.384815,Gavi,2,1,0.1,Gavi-PAHO-AU-Y,0.0
0,2809901681.9631042,2805814621.2565074,2809901681.9631042,PAHO,2,1,0.1,Gavi-PAHO-AU-Y,0.0
0,1231237574.272544,1229900443.0791624,1231237574.2725434,AU,2,1,0.1,Gavi-PAHO-AU-Y,0.0
0,11093594863.384819,11084291606.158533,11093594863.384815,Gavi,2,1,0.1,Gavi-AU-PAHO-Y,0.0
0,1231237574.272544,1229784827.576315,1231237574.2725434,AU,2,1,0.1,Gavi-AU-PAHO-Y,0.0
0,2809901681.9631042,2806721922.1511507,2809901681.9631042,PAHO,2,1,0.1,Gavi-AU-PAHO-Y,0.0
0,2603639077.3247566,2601594356.035244,2603639077.3247557,AU,2,1,0.1,AU-Gavi-PAHO-Y,0.0
0,6118961003.923291,6111740908.849809,6118961003.923289,Gavi,2,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2809901681.9631042,2806721922.1511507,2809901681.9631042,PAHO,2,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2603639077.3247566,2601594356.035244,2603639077.3247557,AU,2,1,0.1,AU-PAHO-Gavi-Y,0.0
0,2809901681.9631042,2805440573.9747353,2809901681.9631042,PAHO,2,1,0.1,AU-PAHO-Gavi-Y,0.0
0,6118961003.923291,6112324971.046024,6118961003.923289,Gavi,2,1,0.1,AU-PAHO-Gavi-Y,0.0
0,13218159652.552177,13212791243.668806,13218159652.55218,PAHO,2,1,0.1,PAHO-Gavi-AU-Y,0.0
0,6118961003.923291,6110241808.893365,6118961003.923289,Gavi,2,1,0.1,PAHO-Gavi-AU-Y,0.0
0,1231237574.272544,1229900443.0791624,1231237574.2725434,AU,2,1,0.1,PAHO-Gavi-AU-Y,1.0
0,13218159652.552177,13212791243.668806,13218159652.55218,PAHO,2,1,0.1,PAHO-AU-Gavi-Y,0.0
0,1231237574.272544,1229308468.4859068,1231237574.2725434,AU,2,1,0.1,PAHO-AU-Gavi-Y,1.0
0,6118961003.923291,6112324971.046024,6118961003.923289,Gavi,2,1,0.1,PAHO-AU-Gavi-Y,0.0
0,11093594863.384819,11084291606.158533,11093594863.384815,Gavi,2,1,0.1,Gavi-PAHO-AU-Y,0.0
0,2809901681.9631042,2805814621.2565074,2809901681.9631042,PAHO,2,1,0.1,Gavi-PAHO-AU-Y,0.0
0,1231237574.272544,1229900443.0791624,1231237574.2725434,AU,2,1,0.1,Gavi-PAHO-AU-Y,1.0
0,11093594863.384819,11084291606.158533,11093594863.384815,Gavi,2,1,0.1,Gavi-AU-PAHO-Y,0.0
0,1231237574.272544,1229784827.576315,1231237574.2725434,AU,2,1,0.1,Gavi-AU-PAHO-Y,1.0
0,2809901681.9631042,2806721922.1511507,2809901681.9631042,PAHO,2,1,0.1,Gavi-AU-PAHO-Y,0.0
0,2603639077.3247566,2601594356.035244,2603639077.3247557,AU,2,1,0.1,AU-Gavi-PAHO-Y,1.0
0,6118961003.923291,6111740908.849809,6118961003.923289,Gavi,2,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2809901681.9631042,2806721922.1511507,2809901681.9631042,PAHO,2,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2603639077.3247566,2601594356.035244,2603639077.3247557,AU,2,1,0.1,AU-PAHO-Gavi-Y,1.0
0,2809901681.9631042,2805440573.9747353,2809901681.9631042,PAHO,2,1,0.1,AU-PAHO-Gavi-Y,0.0
0,6118961003.923291,6112324971.046024,6118961003.923289,Gavi,2,1,0.1,AU-PAHO-Gavi-Y,0.0
0,10711928645.589804,10706560236.706432,10711928645.589806,PAHO,2,2,0.1,PAHO-Gavi-AU-Y,0.0
0,6118961003.923291,6110241808.893365,6118961003.923289,Gavi,2,2,0.1,PAHO-Gavi-AU-Y,0.0
0,1231237574.272544,1229900443.0791624,1231237574.2725434,AU,2,2,0.1,PAHO-Gavi-AU-Y,0.0
0,10711928645.589804,10706560236.706432,10711928645.589806,PAHO,2,2,0.1,PAHO-AU-Gavi-Y,0.0
0,1231237574.272544,1229308468.4859068,1231237574.2725434,AU,2,2,0.1,PAHO-AU-Gavi-Y,0.0
0,6118961003.923291,6112324971.046024,6118961003.923289,Gavi,2,2,0.1,PAHO-AU-Gavi-Y,0.0
0,9904434982.289545,9895131725.06326,9904434982.289541,Gavi,2,2,0.1,Gavi-PAHO-AU-Y,0.0
0,2809901681.9631042,2805814621.2565074,2809901681.9631042,PAHO,2,2,0.1,Gavi-PAHO-AU-Y,0.0
0,1231237574.272544,1229900443.0791624,1231237574.2725434,AU,2,2,0.1,Gavi-PAHO-AU-Y,0.0
0,9904434982.289545,9895131725.06326,9904434982.289541,Gavi,2,2,0.1,Gavi-AU-PAHO-Y,0.0
0,1231237574.272544,1229784827.576315,1231237574.2725434,AU,2,2,0.1,Gavi-AU-PAHO-Y,0.0
0,2809901681.9631042,2806721922.1511507,2809901681.9631042,PAHO,2,2,0.1,Gavi-AU-PAHO-Y,0.0
0,2279728437.585925,2277683716.2964134,2279728437.5859246,AU,2,2,0.1,AU-Gavi-PAHO-Y,0.0
0,6118961003.923291,6111740908.849809,6118961003.923289,Gavi,2,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2809901681.9631042,2806721922.1511507,2809901681.9631042,PAHO,2,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2279728437.585925,2277683716.2964134,2279728437.5859246,AU,2,2,0.1,AU-PAHO-Gavi-Y,0.0
0,2809901681.9631042,2805440573.9747353,2809901681.9631042,PAHO,2,2,0.1,AU-PAHO-Gavi-Y,0.0
0,6118961003.923291,6112324971.046024,6118961003.923289,Gavi,2,2,0.1,AU-PAHO-Gavi-Y,0.0
0,10711928645.589804,10706560236.706432,10711928645.589806,PAHO,2,2,0.1,PAHO-Gavi-AU-Y,0.0
0,6118961003.923291,6110241808.893365,6118961003.923289,Gavi,2,2,0.1,PAHO-Gavi-AU-Y,0.0
0,1231237574.272544,1229900443.0791626,1231237574.2725434,AU,2,2,0.1,PAHO-Gavi-AU-Y,1.0
0,10711928645.589804,10706560236.706432,10711928645.589806,PAHO,2,2,0.1,PAHO-AU-Gavi-Y,0.0
0,1231237574.272544,1229308468.485907,1231237574.2725434,AU,2,2,0.1,PAHO-AU-Gavi-Y,1.0
0,6118961003.923291,6112324971.046024,6118961003.923289,Gavi,2,2,0.1,PAHO-AU-Gavi-Y,0.0
0,9904434982.289545,9895131725.06326,9904434982.289541,Gavi,2,2,0.1,Gavi-PAHO-AU-Y,0.0
0,2809901681.9631042,2805814621.2565074,2809901681.9631042,PAHO,2,2,0.1,Gavi-PAHO-AU-Y,0.0
0,1231237574.272544,1229900443.0791626,1231237574.2725434,AU,2,2,0.1,Gavi-PAHO-AU-Y,1.0
0,9904434982.289545,9895131725.06326,9904434982.289541,Gavi,2,2,0.1,Gavi-AU-PAHO-Y,0.0
0,1231237574.272544,1229784827.5763152,1231237574.2725434,AU,2,2,0.1,Gavi-AU-PAHO-Y,1.0
0,2809901681.9631042,2806721922.1511507,2809901681.9631042,PAHO,2,2,0.1,Gavi-AU-PAHO-Y,0.0
0,2279728437.585925,2277683716.2964134,2279728437.585925,AU,2,2,0.1,AU-Gavi-PAHO-Y,1.0
0,6118961003.923291,6111740908.849809,6118961003.923289,Gavi,2,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2809901681.9631042,2806721922.1511507,2809901681.9631042,PAHO,2,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2279728437.585925,2277683716.2964134,2279728437.585925,AU,2,2,0.1,AU-PAHO-Gavi-Y,1.0
0,2809901681.9631042,2805440573.9747353,2809901681.9631042,PAHO,2,2,0.1,AU-PAHO-Gavi-Y,0.0
0,6118961003.923291,6112324971.046024,6118961003.923289,Gavi,2,2,0.1,AU-PAHO-Gavi-Y,0.0
0,2293610608.91558,2289252731.612155,2293610608.9155803,PAHO,3,0,0.1,PAHO-Gavi,0.0
0,5485142085.426983,5479224774.352736,5485142085.426985,Gavi,3,0,0.1,PAHO-Gavi,0.0
0,5485142085.426983,5478669850.04247,5485142085.426985,Gavi,3,0,0.1,Gavi-PAHO,0.0
0,2293610608.91558,2291136336.7785873,2293610608.9155803,PAHO,3,0,0.1,Gavi-PAHO,0.0
0,2784538595.7218304,2779219731.627527,2784538595.7218304,PAHO,3,0,0.1,PAHO-Gavi-AU-N,0.0
0,6491697157.275372,6482438052.843316,6491697157.275371,Gavi,3,0,0.1,PAHO-Gavi-AU-N,0.0
0,1198823696.337857,1197486774.7500973,1198823696.3378568,AU,3,0,0.1,PAHO-Gavi-AU-N,0.0
0,2784538595.7218304,2779219731.627527,2784538595.7218304,PAHO,3,0,0.1,PAHO-AU-Gavi-N,0.0
0,1198823696.337857,1196940683.7386203,1198823696.3378568,AU,3,0,0.1,PAHO-AU-Gavi-N,0.0
0,6491697157.275372,6484492923.697234,6491697157.275371,Gavi,3,0,0.1,PAHO-AU-Gavi-N,0.0
0,6491697157.275372,6481827413.179776,6491697157.275371,Gavi,3,0,0.1,Gavi-PAHO-AU-N,0.0
0,2784538595.7218304,2780492636.6941876,2784538595.7218304,PAHO,3,0,0.1,Gavi-PAHO-AU-N,0.0
0,1198823696.337857,1197486774.7500973,1198823696.3378568,AU,3,0,0.1,Gavi-PAHO-AU-N,0.0
0,6491697157.275372,6481827413.179776,6491697157.275371,Gavi,3,0,0.1,Gavi-AU-PAHO-N,0.0
0,1198823696.337857,1197365491.399127,1198823696.3378568,AU,3,0,0.1,Gavi-AU-PAHO-N,0.0
0,2784538595.7218304,2781440615.5114255,2784538595.7218304,PAHO,3,0,0.1,Gavi-AU-PAHO-N,0.0
0,1198823696.337857,1196819400.387491,1198823696.3378568,AU,3,0,0.1,AU-Gavi-PAHO-N,0.0
0,6491697157.275372,6483882284.033838,6491697157.275371,Gavi,3,0,0.1,AU-Gavi-PAHO-N,0.0
0,2784538595.7218304,2781440615.5114255,2784538595.7218304,PAHO,3,0,0.1,AU-Gavi-PAHO-N,0.0
0,1198823696.337857,1196819400.387491,1198823696.3378568,AU,3,0,0.1,AU-PAHO-Gavi-N,0.0
0,2784538595.7218304,2780167710.445108,2784538595.7218304,PAHO,3,0,0.1,AU-PAHO-Gavi-N,0.0
0,6491697157.275372,6484492923.697234,6491697157.275371,Gavi,3,0,0.1,AU-PAHO-Gavi-N,0.0
0,13501764656.326492,13496445792.232183,13501764656.32649,PAHO,3,1,0.1,PAHO-Gavi-AU-Y,0.0
0,6491697157.275372,6482438052.843316,6491697157.275371,Gavi,3,1,0.1,PAHO-Gavi-AU-Y,0.0
0,1198823696.337857,1197486774.7500973,1198823696.3378568,AU,3,1,0.1,PAHO-Gavi-AU-Y,0.0
0,13501764656.326492,13496445792.232183,13501764656.32649,PAHO,3,1,0.1,PAHO-AU-Gavi-Y,0.0
0,1198823696.337857,1196940683.7386203,1198823696.3378568,AU,3,1,0.1,PAHO-AU-Gavi-Y,0.0
0,6491697157.275372,6484492923.697234,6491697157.275371,Gavi,3,1,0.1,PAHO-AU-Gavi-Y,0.0
0,11541190932.151857,11531321188.056263,11541190932.151855,Gavi,3,1,0.1,Gavi-PAHO-AU-Y,0.0
0,2784538595.7218304,2780492636.6941876,2784538595.7218304,PAHO,3,1,0.1,Gavi-PAHO-AU-Y,0.0
0,1198823696.337857,1197486774.7500973,1198823696.3378568,AU,3,1,0.1,Gavi-PAHO-AU-Y,0.0
0,11541190932.151857,11531321188.056263,11541190932.151855,Gavi,3,1,0.1,Gavi-AU-PAHO-Y,0.0
0,1198823696.337857,1197365491.399127,1198823696.3378568,AU,3,1,0.1,Gavi-AU-PAHO-Y,0.0
0,2784538595.7218304,2781440615.5114255,2784538595.7218304,PAHO,3,1,0.1,Gavi-AU-PAHO-Y,0.0
0,2549548012.255153,2547543716.304786,2549548012.2551527,AU,3,1,0.1,AU-Gavi-PAHO-Y,0.0
0,6491697157.275372,6483882284.033838,6491697157.275371,Gavi,3,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2784538595.7218304,2781440615.5114255,2784538595.7218304,PAHO,3,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2549548012.255153,2547543716.304786,2549548012.2551527,AU,3,1,0.1,AU-PAHO-Gavi-Y,0.0
0,2784538595.7218304,2780167710.445108,2784538595.7218304,PAHO,3,1,0.1,AU-PAHO-Gavi-Y,0.0
0,6491697157.275372,6484492923.697234,6491697157.275371,Gavi,3,1,0.1,AU-PAHO-Gavi-Y,0.0
0,13501764656.326492,13496445792.232183,13501764656.32649,PAHO,3,1,0.1,PAHO-Gavi-AU-Y,0.0
0,6491697157.275372,6482438052.843316,6491697157.275371,Gavi,3,1,0.1,PAHO-Gavi-AU-Y,0.0
0,1198823696.337857,1197486774.7500973,1198823696.3378568,AU,3,1,0.1,PAHO-Gavi-AU-Y,1.0
0,13501764656.326492,13496445792.232183,13501764656.32649,PAHO,3,1,0.1,PAHO-AU-Gavi-Y,0.0
0,1198823696.337857,1196940683.7386203,1198823696.3378568,AU,3,1,0.1,PAHO-AU-Gavi-Y,1.0
0,6491697157.275372,6484492923.697234,6491697157.275371,Gavi,3,1,0.1,PAHO-AU-Gavi-Y,0.0
