,TSS,TCS,TPF,Market,Exp,Min Price Rate,RP uncertainty,Markets,Commitment
0,2505945676.6872683,2503986775.7355394,2505945676.687268,AU,15,1,0.1,AU-Gavi-PAHO-Y,0.0
0,6651251067.998358,6643403875.511792,6651251067.998357,Gavi,15,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2859075689.6326394,2855991557.7866907,2859075689.6326404,PAHO,15,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2505945676.6872683,2503986775.7355394,2505945676.687268,AU,15,1,0.1,AU-PAHO-Gavi-Y,0.0
0,2859075689.6326394,2854616924.4877887,2859075689.6326404,PAHO,15,1,0.1,AU-PAHO-Gavi-Y,0.0
0,6651251067.998358,6644076773.470126,6651251067.998357,Gavi,15,1,0.1,AU-PAHO-Gavi-Y,0.0
0,13261736963.839436,13256304844.188032,13261736963.839436,PAHO,15,1,0.1,PAHO-Gavi-AU-Y,0.0
0,6651251067.998358,6641812396.481319,6651251067.998357,Gavi,15,1,0.1,PAHO-Gavi-AU-Y,0.0
0,1179548603.0480144,1178276158.1344712,1179548603.0480142,AU,15,1,0.1,PAHO-Gavi-AU-Y,1.0
0,13261736963.839436,13256304844.188032,13261736963.839436,PAHO,15,1,0.1,PAHO-AU-Gavi-Y,0.0
0,1179548603.0480144,1177709035.4125009,1179548603.0480142,AU,15,1,0.1,PAHO-AU-Gavi-Y,1.0
0,6651251067.998358,6644076773.470126,6651251067.998357,Gavi,15,1,0.1,PAHO-AU-Gavi-Y,0.0
0,11509291306.481804,11499179737.006298,11509291306.481802,Gavi,15,1,0.1,Gavi-PAHO-AU-Y,0.0
0,2859075689.6326394,2855018203.2801976,2859075689.6326404,PAHO,15,1,0.1,Gavi-PAHO-AU-Y,0.0
0,1179548603.0480144,1178276158.1344712,1179548603.0480142,AU,15,1,0.1,Gavi-PAHO-AU-Y,1.0
0,11509291306.481804,11499179737.006298,11509291306.481802,Gavi,15,1,0.1,Gavi-AU-PAHO-Y,0.0
0,1179548603.0480144,1178156824.8182826,1179548603.0480142,AU,15,1,0.1,Gavi-AU-PAHO-Y,1.0
0,2859075689.6326394,2855991557.7866907,2859075689.6326404,PAHO,15,1,0.1,Gavi-AU-PAHO-Y,0.0
0,2505945676.6872683,2503986775.7355394,2505945676.687268,AU,15,1,0.1,AU-Gavi-PAHO-Y,1.0
0,6651251067.998358,6643403875.511792,6651251067.998357,Gavi,15,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2859075689.6326394,2855991557.7866907,2859075689.6326404,PAHO,15,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2505945676.6872683,2503986775.7355394,2505945676.687268,AU,15,1,0.1,AU-PAHO-Gavi-Y,1.0
0,2859075689.6326394,2854616924.4877887,2859075689.6326404,PAHO,15,1,0.1,AU-PAHO-Gavi-Y,0.0
0,6651251067.998358,6644076773.470126,6651251067.998357,Gavi,15,1,0.1,AU-PAHO-Gavi-Y,0.0
0,10755505956.87706,10750073837.225657,10755505956.877062,PAHO,15,2,0.1,PAHO-Gavi-AU-Y,0.0
0,6651251067.998358,6641812396.481319,6651251067.998357,Gavi,15,2,0.1,PAHO-Gavi-AU-Y,0.0
0,1179548603.0480144,1178276158.1344712,1179548603.0480142,AU,15,2,0.1,PAHO-Gavi-AU-Y,0.0
0,10755505956.87706,10750073837.225657,10755505956.877062,PAHO,15,2,0.1,PAHO-AU-Gavi-Y,0.0
0,1179548603.0480144,1177709035.4125009,1179548603.0480142,AU,15,2,0.1,PAHO-AU-Gavi-Y,0.0
0,6651251067.998358,6644076773.470126,6651251067.998357,Gavi,15,2,0.1,PAHO-AU-Gavi-Y,0.0
0,10320131425.38653,10310019855.911022,10320131425.386528,Gavi,15,2,0.1,Gavi-PAHO-AU-Y,0.0
0,2859075689.6326394,2855018203.2801976,2859075689.6326404,PAHO,15,2,0.1,Gavi-PAHO-AU-Y,0.0
0,1179548603.0480144,1178276158.1344712,1179548603.0480142,AU,15,2,0.1,Gavi-PAHO-AU-Y,0.0
0,10320131425.38653,10310019855.911022,10320131425.386528,Gavi,15,2,0.1,Gavi-AU-PAHO-Y,0.0
0,1179548603.0480144,1178156824.8182826,1179548603.0480142,AU,15,2,0.1,Gavi-AU-PAHO-Y,0.0
0,2859075689.6326394,2855991557.7866907,2859075689.6326404,PAHO,15,2,0.1,Gavi-AU-PAHO-Y,0.0
0,2182035036.948437,2180076135.996709,2182035036.9484367,AU,15,2,0.1,AU-Gavi-PAHO-Y,0.0
0,6651251067.998358,6643403875.511792,6651251067.998357,Gavi,15,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2859075689.6326394,2855991557.7866907,2859075689.6326404,PAHO,15,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2182035036.948437,2180076135.996709,2182035036.9484367,AU,15,2,0.1,AU-PAHO-Gavi-Y,0.0
0,2859075689.6326394,2854616924.4877887,2859075689.6326404,PAHO,15,2,0.1,AU-PAHO-Gavi-Y,0.0
0,6651251067.998358,6644076773.470126,6651251067.998357,Gavi,15,2,0.1,AU-PAHO-Gavi-Y,0.0
0,10755505956.87706,10750073837.225657,10755505956.877062,PAHO,15,2,0.1,PAHO-Gavi-AU-Y,0.0
0,6651251067.998358,6641812396.481319,6651251067.998357,Gavi,15,2,0.1,PAHO-Gavi-AU-Y,0.0
0,1179548603.0480144,1178276158.134471,1179548603.048014,AU,15,2,0.1,PAHO-Gavi-AU-Y,1.0
0,10755505956.87706,10750073837.225657,10755505956.877062,PAHO,15,2,0.1,PAHO-AU-Gavi-Y,0.0
0,1179548603.0480144,1177709035.4125006,1179548603.048014,AU,15,2,0.1,PAHO-AU-Gavi-Y,1.0
0,6651251067.998358,6644076773.470126,6651251067.998357,Gavi,15,2,0.1,PAHO-AU-Gavi-Y,0.0
0,10320131425.38653,10310019855.911022,10320131425.386528,Gavi,15,2,0.1,Gavi-PAHO-AU-Y,0.0
0,2859075689.6326394,2855018203.2801976,2859075689.6326404,PAHO,15,2,0.1,Gavi-PAHO-AU-Y,0.0
0,1179548603.0480144,1178276158.134471,1179548603.048014,AU,15,2,0.1,Gavi-PAHO-AU-Y,1.0
0,10320131425.38653,10310019855.911022,10320131425.386528,Gavi,15,2,0.1,Gavi-AU-PAHO-Y,0.0
0,1179548603.0480144,1178156824.8182826,1179548603.048014,AU,15,2,0.1,Gavi-AU-PAHO-Y,1.0
0,2859075689.6326394,2855991557.7866907,2859075689.6326404,PAHO,15,2,0.1,Gavi-AU-PAHO-Y,0.0
0,2182035036.948437,2180076135.996709,2182035036.9484363,AU,15,2,0.1,AU-Gavi-PAHO-Y,1.0
0,6651251067.998358,6643403875.511792,6651251067.998357,Gavi,15,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2859075689.6326394,2855991557.7866907,2859075689.6326404,PAHO,15,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2182035036.948437,2180076135.996709,2182035036.9484363,AU,15,2,0.1,AU-PAHO-Gavi-Y,1.0
0,2859075689.6326394,2854616924.4877887,2859075689.6326404,PAHO,15,2,0.1,AU-PAHO-Gavi-Y,0.0
0,6651251067.998358,6644076773.470126,6651251067.998357,Gavi,15,2,0.1,AU-PAHO-Gavi-Y,0.0
0,2331088239.5221877,2326659289.468268,2331088239.5221877,PAHO,16,0,0.1,PAHO-Gavi,0.0
0,5776058916.473256,5769828507.535137,5776058916.473258,Gavi,16,0,0.1,PAHO-Gavi,0.0
0,5776058916.473256,5769244151.567639,5776058916.473258,Gavi,16,0,0.1,Gavi-PAHO,0.0
0,2331088239.5221877,2328573672.7704296,2331088239.5221877,PAHO,16,0,0.1,Gavi-PAHO,0.0
0,2803553586.78439,2798226994.915656,2803553586.7843904,PAHO,16,0,0.1,PAHO-Gavi-AU-N,0.0
0,6488106756.364935,6478899210.912043,6488106756.364936,Gavi,16,0,0.1,PAHO-Gavi-AU-N,0.0
0,1189005100.3661928,1187722428.0961437,1189005100.3661923,AU,16,0,0.1,PAHO-Gavi-AU-N,0.0
0,2803553586.78439,2798226994.915656,2803553586.7843904,PAHO,16,0,0.1,PAHO-AU-Gavi-N,0.0
0,1189005100.3661928,1187150758.7243056,1189005100.3661923,AU,16,0,0.1,PAHO-AU-Gavi-N,0.0
0,6488106756.364935,6481108046.436342,6488106756.364936,Gavi,16,0,0.1,PAHO-AU-Gavi-N,0.0
0,6488106756.364935,6478242818.040066,6488106756.364936,Gavi,16,0,0.1,Gavi-PAHO-AU-N,0.0
0,2803553586.78439,2799574933.3874483,2803553586.7843904,PAHO,16,0,0.1,Gavi-PAHO-AU-N,0.0
0,1189005100.3661928,1187722428.0961437,1189005100.3661923,AU,16,0,0.1,Gavi-PAHO-AU-N,0.0
0,6488106756.364935,6478242818.040066,6488106756.364936,Gavi,16,0,0.1,Gavi-AU-PAHO-N,0.0
0,1189005100.3661928,1187602138.0790765,1189005100.3661923,AU,16,0,0.1,Gavi-AU-PAHO-N,0.0
0,2803553586.78439,2800529385.7399316,2803553586.7843904,PAHO,16,0,0.1,Gavi-AU-PAHO-N,0.0
0,1189005100.3661928,1187030468.7072115,1189005100.3661923,AU,16,0,0.1,AU-Gavi-PAHO-N,0.0
0,6488106756.364935,6480451653.564505,6488106756.364936,Gavi,16,0,0.1,AU-Gavi-PAHO-N,0.0
0,2803553586.78439,2800529385.7399316,2803553586.7843904,PAHO,16,0,0.1,AU-Gavi-PAHO-N,0.0
0,1189005100.3661928,1187030468.7072115,1189005100.3661923,AU,16,0,0.1,AU-PAHO-Gavi-N,0.0
0,2803553586.78439,2799181447.268198,2803553586.7843904,PAHO,16,0,0.1,AU-PAHO-Gavi-N,0.0
0,6488106756.364935,6481108046.436342,6488106756.364936,Gavi,16,0,0.1,AU-PAHO-Gavi-N,0.0
0,13077507345.91037,13072180754.041634,13077507345.91037,PAHO,16,1,0.1,PAHO-Gavi-AU-Y,0.0
0,6488106756.364935,6478899210.912043,6488106756.364936,Gavi,16,1,0.1,PAHO-Gavi-AU-Y,0.0
0,1189005100.3661928,1187722428.0961437,1189005100.3661923,AU,16,1,0.1,PAHO-Gavi-AU-Y,0.0
0,13077507345.91037,13072180754.041634,13077507345.91037,PAHO,16,1,0.1,PAHO-AU-Gavi-Y,0.0
0,1189005100.3661928,1187150758.7243056,1189005100.3661923,AU,16,1,0.1,PAHO-AU-Gavi-Y,0.0
0,6488106756.364935,6481108046.436342,6488106756.364936,Gavi,16,1,0.1,PAHO-AU-Gavi-Y,0.0
0,11433067499.208738,11423203560.883867,11433067499.208736,Gavi,16,1,0.1,Gavi-PAHO-AU-Y,0.0
0,2803553586.78439,2799574933.3874483,2803553586.7843904,PAHO,16,1,0.1,Gavi-PAHO-AU-Y,0.0
0,1189005100.3661928,1187722428.0961437,1189005100.3661923,AU,16,1,0.1,Gavi-PAHO-AU-Y,0.0
0,11433067499.208738,11423203560.883867,11433067499.208736,Gavi,16,1,0.1,Gavi-AU-PAHO-Y,0.0
0,1189005100.3661928,1187602138.0790765,1189005100.3661923,AU,16,1,0.1,Gavi-AU-PAHO-Y,0.0
0,2803553586.78439,2800529385.7399316,2803553586.7843904,PAHO,16,1,0.1,Gavi-AU-PAHO-Y,0.0
0,2522476676.0501933,2520502044.3912115,2522476676.050193,AU,16,1,0.1,AU-Gavi-PAHO-Y,0.0
0,6488106756.364935,6480451653.564505,6488106756.364936,Gavi,16,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2803553586.78439,2800529385.7399316,2803553586.7843904,PAHO,16,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2522476676.0501933,2520502044.3912115,2522476676.050193,AU,16,1,0.1,AU-PAHO-Gavi-Y,0.0
0,2803553586.78439,2799181447.268198,2803553586.7843904,PAHO,16,1,0.1,AU-PAHO-Gavi-Y,0.0
0,6488106756.364935,6481108046.436342,6488106756.364936,Gavi,16,1,0.1,AU-PAHO-Gavi-Y,0.0
0,13077507345.91037,13072180754.041634,13077507345.91037,PAHO,16,1,0.1,PAHO-Gavi-AU-Y,0.0
0,6488106756.364935,6478899210.912043,6488106756.364936,Gavi,16,1,0.1,PAHO-Gavi-AU-Y,0.0
0,1189005100.3661928,1187722428.0961437,1189005100.3661923,AU,16,1,0.1,PAHO-Gavi-AU-Y,1.0
0,13077507345.91037,13072180754.041634,13077507345.91037,PAHO,16,1,0.1,PAHO-AU-Gavi-Y,0.0
0,1189005100.3661928,1187150758.7243056,1189005100.3661923,AU,16,1,0.1,PAHO-AU-Gavi-Y,1.0
0,6488106756.364935,6481108046.436342,6488106756.364936,Gavi,16,1,0.1,PAHO-AU-Gavi-Y,0.0
0,11433067499.208738,11423203560.883867,11433067499.208736,Gavi,16,1,0.1,Gavi-PAHO-AU-Y,0.0
0,2803553586.78439,2799574933.3874483,2803553586.7843904,PAHO,16,1,0.1,Gavi-PAHO-AU-Y,0.0
0,1189005100.3661928,1187722428.0961437,1189005100.3661923,AU,16,1,0.1,Gavi-PAHO-AU-Y,1.0
0,11433067499.208738,11423203560.883867,11433067499.208736,Gavi,16,1,0.1,Gavi-AU-PAHO-Y,0.0
0,1189005100.3661928,1187602138.0790765,1189005100.3661923,AU,16,1,0.1,Gavi-AU-PAHO-Y,1.0
0,2803553586.78439,2800529385.7399316,2803553586.7843904,PAHO,16,1,0.1,Gavi-AU-PAHO-Y,0.0
0,2522476676.0501933,2520502044.3912115,2522476676.050193,AU,16,1,0.1,AU-Gavi-PAHO-Y,1.0
0,6488106756.364935,6480451653.564505,6488106756.364936,Gavi,16,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2803553586.78439,2800529385.7399316,2803553586.7843904,PAHO,16,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2522476676.0501933,2520502044.3912115,2522476676.050193,AU,16,1,0.1,AU-PAHO-Gavi-Y,1.0
0,2803553586.78439,2799181447.268198,2803553586.7843904,PAHO,16,1,0.1,AU-PAHO-Gavi-Y,0.0
0,6488106756.364935,6481108046.436342,6488106756.364936,Gavi,16,1,0.1,AU-PAHO-Gavi-Y,0.0
0,10571276338.947994,10565949747.07926,10571276338.947996,PAHO,16,2,0.1,PAHO-Gavi-AU-Y,0.0
0,6488106756.364935,6478899210.912043,6488106756.364936,Gavi,16,2,0.1,PAHO-Gavi-AU-Y,0.0
0,1189005100.3661928,1187722428.0961437,1189005100.3661923,AU,16,2,0.1,PAHO-Gavi-AU-Y,0.0
0,10571276338.947994,10565949747.07926,10571276338.947996,PAHO,16,2,0.1,PAHO-AU-Gavi-Y,0.0
0,1189005100.3661928,1187150758.7243056,1189005100.3661923,AU,16,2,0.1,PAHO-AU-Gavi-Y,0.0
0,6488106756.364935,6481108046.436342,6488106756.364936,Gavi,16,2,0.1,PAHO-AU-Gavi-Y,0.0
0,10243907618.113462,10234043679.788593,10243907618.113462,Gavi,16,2,0.1,Gavi-PAHO-AU-Y,0.0
0,2803553586.78439,2799574933.3874483,2803553586.7843904,PAHO,16,2,0.1,Gavi-PAHO-AU-Y,0.0
0,1189005100.3661928,1187722428.0961437,1189005100.3661923,AU,16,2,0.1,Gavi-PAHO-AU-Y,0.0
0,10243907618.113462,10234043679.788593,10243907618.113462,Gavi,16,2,0.1,Gavi-AU-PAHO-Y,0.0
0,1189005100.3661928,1187602138.0790765,1189005100.3661923,AU,16,2,0.1,Gavi-AU-PAHO-Y,0.0
0,2803553586.78439,2800529385.7399316,2803553586.7843904,PAHO,16,2,0.1,Gavi-AU-PAHO-Y,0.0
0,2198566036.3113623,2196591404.652381,2198566036.311362,AU,16,2,0.1,AU-Gavi-PAHO-Y,0.0
0,6488106756.364935,6480451653.564505,6488106756.364936,Gavi,16,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2803553586.78439,2800529385.7399316,2803553586.7843904,PAHO,16,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2198566036.3113623,2196591404.652381,2198566036.311362,AU,16,2,0.1,AU-PAHO-Gavi-Y,0.0
0,2803553586.78439,2799181447.268198,2803553586.7843904,PAHO,16,2,0.1,AU-PAHO-Gavi-Y,0.0
0,6488106756.364935,6481108046.436342,6488106756.364936,Gavi,16,2,0.1,AU-PAHO-Gavi-Y,0.0
0,10571276338.947994,10565949747.07926,10571276338.947996,PAHO,16,2,0.1,PAHO-Gavi-AU-Y,0.0
0,6488106756.364935,6478899210.912043,6488106756.364936,Gavi,16,2,0.1,PAHO-Gavi-AU-Y,0.0
0,1189005100.3661928,1187722428.0961437,1189005100.3661923,AU,16,2,0.1,PAHO-Gavi-AU-Y,1.0
0,10571276338.947994,10565949747.07926,10571276338.947996,PAHO,16,2,0.1,PAHO-AU-Gavi-Y,0.0
0,1189005100.3661928,1187150758.7243054,1189005100.3661923,AU,16,2,0.1,PAHO-AU-Gavi-Y,1.0
0,6488106756.364935,6481108046.436342,6488106756.364936,Gavi,16,2,0.1,PAHO-AU-Gavi-Y,0.0
0,10243907618.113462,10234043679.788593,10243907618.113462,Gavi,16,2,0.1,Gavi-PAHO-AU-Y,0.0
0,2803553586.78439,2799574933.3874483,2803553586.7843904,PAHO,16,2,0.1,Gavi-PAHO-AU-Y,0.0
0,1189005100.3661928,1187722428.0961437,1189005100.3661923,AU,16,2,0.1,Gavi-PAHO-AU-Y,1.0
0,10243907618.113462,10234043679.788593,10243907618.113462,Gavi,16,2,0.1,Gavi-AU-PAHO-Y,0.0
0,1189005100.3661928,1187602138.0790768,1189005100.3661923,AU,16,2,0.1,Gavi-AU-PAHO-Y,1.0
0,2803553586.78439,2800529385.7399316,2803553586.7843904,PAHO,16,2,0.1,Gavi-AU-PAHO-Y,0.0
0,2198566036.3113623,2196591404.652381,2198566036.3113613,AU,16,2,0.1,AU-Gavi-PAHO-Y,1.0
0,6488106756.364935,6480451653.564505,6488106756.364936,Gavi,16,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2803553586.78439,2800529385.7399316,2803553586.7843904,PAHO,16,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2198566036.3113623,2196591404.652381,2198566036.3113613,AU,16,2,0.1,AU-PAHO-Gavi-Y,1.0
0,2803553586.78439,2799181447.268198,2803553586.7843904,PAHO,16,2,0.1,AU-PAHO-Gavi-Y,0.0
0,6488106756.364935,6481108046.436342,6488106756.364936,Gavi,16,2,0.1,AU-PAHO-Gavi-Y,0.0
0,2358187985.86407,2353707577.9520264,2358187985.86407,PAHO,17,0,0.1,PAHO-Gavi,0.0
0,5639007471.21085,5632837231.790636,5639007471.210852,Gavi,17,0,0.1,PAHO-Gavi,0.0
0,5639007471.21085,5632296272.511567,5639007471.210852,Gavi,17,0,0.1,Gavi-PAHO,0.0
0,2358187985.86407,2355475719.2484975,2358187985.86407,PAHO,17,0,0.1,Gavi-PAHO,0.0
0,2795026467.9969053,2789686603.577706,2795026467.996906,PAHO,17,0,0.1,PAHO-Gavi-AU-N,0.0
0,6402620785.803733,6393469071.367653,6402620785.803733,Gavi,17,0,0.1,PAHO-Gavi-AU-N,0.0
0,1226217354.6860037,1224847055.8880525,1226217354.6860034,AU,17,0,0.1,PAHO-Gavi-AU-N,0.0
0,2795026467.9969053,2789686603.577706,2795026467.996906,PAHO,17,0,0.1,PAHO-AU-Gavi-N,0.0
0,1226217354.6860037,1224296762.862048,1226217354.6860034,AU,17,0,0.1,PAHO-AU-Gavi-N,0.0
0,6402620785.803733,6395537589.260503,6402620785.803733,Gavi,17,0,0.1,PAHO-AU-Gavi-N,0.0
0,6402620785.803733,6392821326.99355,6402620785.803733,Gavi,17,0,0.1,Gavi-PAHO-AU-N,0.0
0,2795026467.9969053,2791030442.241776,2795026467.996906,PAHO,17,0,0.1,Gavi-PAHO-AU-N,0.0
0,1226217354.6860037,1224847055.8880525,1226217354.6860034,AU,17,0,0.1,Gavi-PAHO-AU-N,0.0
0,6402620785.803733,6392821326.99355,6402620785.803733,Gavi,17,0,0.1,Gavi-AU-PAHO-N,0.0
0,1226217354.6860037,1224731263.85729,1226217354.6860034,AU,17,0,0.1,Gavi-AU-PAHO-N,0.0
0,2795026467.9969053,2791933362.3646693,2795026467.996906,PAHO,17,0,0.1,Gavi-AU-PAHO-N,0.0
0,1226217354.6860037,1224180970.8312578,1226217354.6860034,AU,17,0,0.1,AU-Gavi-PAHO-N,0.0
0,6402620785.803733,6394889844.887196,6402620785.803733,Gavi,17,0,0.1,AU-Gavi-PAHO-N,0.0
0,2795026467.9969053,2791933362.3646693,2795026467.996906,PAHO,17,0,0.1,AU-Gavi-PAHO-N,0.0
0,1226217354.6860037,1224180970.8312578,1226217354.6860034,AU,17,0,0.1,AU-PAHO-Gavi-N,0.0
0,2795026467.9969053,2790589523.7009516,2795026467.996906,PAHO,17,0,0.1,AU-PAHO-Gavi-N,0.0
0,6402620785.803733,6395537589.260503,6402620785.803733,Gavi,17,0,0.1,AU-PAHO-Gavi-N,0.0
0,13052033983.398811,13046694118.979612,13052033983.398811,PAHO,17,1,0.1,PAHO-Gavi-AU-Y,0.0
0,6402620785.803733,6393469071.367653,6402620785.803733,Gavi,17,1,0.1,PAHO-Gavi-AU-Y,0.0
0,1226217354.6860037,1224847055.8880525,1226217354.6860034,AU,17,1,0.1,PAHO-Gavi-AU-Y,0.0
0,13052033983.398811,13046694118.979612,13052033983.398811,PAHO,17,1,0.1,PAHO-AU-Gavi-Y,0.0
0,1226217354.6860037,1224296762.862048,1226217354.6860034,AU,17,1,0.1,PAHO-AU-Gavi-Y,0.0
0,6402620785.803733,6395537589.260503,6402620785.803733,Gavi,17,1,0.1,PAHO-AU-Gavi-Y,0.0
0,11486124560.109562,11476325101.299377,11486124560.109562,Gavi,17,1,0.1,Gavi-PAHO-AU-Y,0.0
0,2795026467.9969053,2791030442.241776,2795026467.996906,PAHO,17,1,0.1,Gavi-PAHO-AU-Y,0.0
0,1226217354.6860037,1224847055.8880525,1226217354.6860034,AU,17,1,0.1,Gavi-PAHO-AU-Y,0.0
0,11486124560.109562,11476325101.299377,11486124560.109562,Gavi,17,1,0.1,Gavi-AU-PAHO-Y,0.0
0,1226217354.6860037,1224731263.85729,1226217354.6860034,AU,17,1,0.1,Gavi-AU-PAHO-Y,0.0
0,2795026467.9969053,2791933362.3646693,2795026467.996906,PAHO,17,1,0.1,Gavi-AU-PAHO-Y,0.0
0,2586987416.089822,2584951032.2350764,2586987416.089822,AU,17,1,0.1,AU-Gavi-PAHO-Y,0.0
0,6402620785.803733,6394889844.887196,6402620785.803733,Gavi,17,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2795026467.9969053,2791933362.3646693,2795026467.996906,PAHO,17,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2586987416.089822,2584951032.2350764,2586987416.089822,AU,17,1,0.1,AU-PAHO-Gavi-Y,0.0
0,2795026467.9969053,2790589523.7009516,2795026467.996906,PAHO,17,1,0.1,AU-PAHO-Gavi-Y,0.0
0,6402620785.803733,6395537589.260503,6402620785.803733,Gavi,17,1,0.1,AU-PAHO-Gavi-Y,0.0
0,13052033983.398811,13046694118.979612,13052033983.398811,PAHO,17,1,0.1,PAHO-Gavi-AU-Y,0.0
0,6402620785.803733,6393469071.367653,6402620785.803733,Gavi,17,1,0.1,PAHO-Gavi-AU-Y,0.0
0,1226217354.6860037,1224847055.8880525,1226217354.6860034,AU,17,1,0.1,PAHO-Gavi-AU-Y,1.0
0,13052033983.398811,13046694118.979612,13052033983.398811,PAHO,17,1,0.1,PAHO-AU-Gavi-Y,0.0
0,1226217354.6860037,1224296762.862048,1226217354.6860034,AU,17,1,0.1,PAHO-AU-Gavi-Y,1.0
0,6402620785.803733,6395537589.260503,6402620785.803733,Gavi,17,1,0.1,PAHO-AU-Gavi-Y,0.0
0,11486124560.109562,11476325101.299377,11486124560.109562,Gavi,17,1,0.1,Gavi-PAHO-AU-Y,0.0
0,2795026467.9969053,2791030442.241776,2795026467.996906,PAHO,17,1,0.1,Gavi-PAHO-AU-Y,0.0
0,1226217354.6860037,1224847055.8880525,1226217354.6860034,AU,17,1,0.1,Gavi-PAHO-AU-Y,1.0
0,11486124560.109562,11476325101.299377,11486124560.109562,Gavi,17,1,0.1,Gavi-AU-PAHO-Y,0.0
0,1226217354.6860037,1224731263.85729,1226217354.6860034,AU,17,1,0.1,Gavi-AU-PAHO-Y,1.0
0,2795026467.9969053,2791933362.3646693,2795026467.996906,PAHO,17,1,0.1,Gavi-AU-PAHO-Y,0.0
0,2586987416.089822,2584951032.2350764,2586987416.089822,AU,17,1,0.1,AU-Gavi-PAHO-Y,1.0
0,6402620785.803733,6394889844.887196,6402620785.803733,Gavi,17,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2795026467.9969053,2791933362.3646693,2795026467.996906,PAHO,17,1,0.1,AU-Gavi-PAHO-Y,0.0
0,2586987416.089822,2584951032.2350764,2586987416.089822,AU,17,1,0.1,AU-PAHO-Gavi-Y,1.0
0,2795026467.9969053,2790589523.7009516,2795026467.996906,PAHO,17,1,0.1,AU-PAHO-Gavi-Y,0.0
0,6402620785.803733,6395537589.260503,6402620785.803733,Gavi,17,1,0.1,AU-PAHO-Gavi-Y,0.0
0,10545802976.436436,10540463112.017239,10545802976.436438,PAHO,17,2,0.1,PAHO-Gavi-AU-Y,0.0
0,6402620785.803733,6393469071.367653,6402620785.803733,Gavi,17,2,0.1,PAHO-Gavi-AU-Y,0.0
0,1226217354.6860037,1224847055.8880525,1226217354.6860034,AU,17,2,0.1,PAHO-Gavi-AU-Y,0.0
0,10545802976.436436,10540463112.017239,10545802976.436438,PAHO,17,2,0.1,PAHO-AU-Gavi-Y,0.0
0,1226217354.6860037,1224296762.862048,1226217354.6860034,AU,17,2,0.1,PAHO-AU-Gavi-Y,0.0
0,6402620785.803733,6395537589.260503,6402620785.803733,Gavi,17,2,0.1,PAHO-AU-Gavi-Y,0.0
0,10296964679.014286,10287165220.204102,10296964679.014286,Gavi,17,2,0.1,Gavi-PAHO-AU-Y,0.0
0,2795026467.9969053,2791030442.241776,2795026467.996906,PAHO,17,2,0.1,Gavi-PAHO-AU-Y,0.0
0,1226217354.6860037,1224847055.8880525,1226217354.6860034,AU,17,2,0.1,Gavi-PAHO-AU-Y,0.0
0,10296964679.014286,10287165220.204102,10296964679.014286,Gavi,17,2,0.1,Gavi-AU-PAHO-Y,0.0
0,1226217354.6860037,1224731263.85729,1226217354.6860034,AU,17,2,0.1,Gavi-AU-PAHO-Y,0.0
0,2795026467.9969053,2791933362.3646693,2795026467.996906,PAHO,17,2,0.1,Gavi-AU-PAHO-Y,0.0
0,2263076776.350991,2261040392.4962454,2263076776.3509903,AU,17,2,0.1,AU-Gavi-PAHO-Y,0.0
0,6402620785.803733,6394889844.887196,6402620785.803733,Gavi,17,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2795026467.9969053,2791933362.3646693,2795026467.996906,PAHO,17,2,0.1,AU-Gavi-PAHO-Y,0.0
0,2263076776.350991,2261040392.4962454,2263076776.3509903,AU,17,2,0.1,AU-PAHO-Gavi-Y,0.0
0,2795026467.9969053,2790589523.7009516,2795026467.996906,PAHO,17,2,0.1,AU-PAHO-Gavi-Y,0.0
0,6402620785.803733,6395537589.260503,6402620785.803733,Gavi,17,2,0.1,AU-PAHO-Gavi-Y,0.0
0,10545802976.436436,10540463112.017239,10545802976.436438,PAHO,17,2,0.1,PAHO-Gavi-AU-Y,0.0
0,6402620785.803733,6393469071.367653,6402620785.803733,Gavi,17,2,0.1,PAHO-Gavi-AU-Y,0.0
0,1226217354.6860037,1224847055.8880527,1226217354.6860034,AU,17,2,0.1,PAHO-Gavi-AU-Y,1.0
0,10545802976.436436,10540463112.017239,10545802976.436438,PAHO,17,2,0.1,PAHO-AU-Gavi-Y,0.0
0,1226217354.6860037,1224296762.8620481,1226217354.6860034,AU,17,2,0.1,PAHO-AU-Gavi-Y,1.0
